customerID,split
3472-QPRCH,train
3927-NLNRY,train
6778-EICRF,train
3057-VJJQE,train
5377-NDTOU,train
1898-JSNDC,train
4458-KVRBJ,train
8937-RDTHP,train
6408-WHTEF,train
6086-ESGRL,train
7143-BQIBA,train
4231-LZUYM,train
9448-REEVD,train
1207-BLKSA,train
1429-UYJSV,train
3612-YVGSJ,train
0880-FVFWF,train
4806-DXQCE,train
8439-LTUGF,train
7365-BVCJH,train
2433-KMEAS,train
1073-XXCZD,train
2568-OIADY,train
9206-GVPEQ,train
3946-MHCZW,train
2718-GAXQD,train
7398-SKNQZ,train
7296-PIXQY,train
5485-WUYWF,train
3466-BYAVD,train
7841-FCRQD,train
6202-DYYFX,train
3489-HHPFY,train
2683-BPJSO,train
2937-FTHUR,train
2645-QTLMB,train
2654-VBVPB,train
0479-HMSWA,train
5478-JJVZK,train
3551-GAEGL,train
1813-JYWTO,train
0311-QYWSS,train
8871-JLMHM,train
5442-XSDCW,train
2192-CKRLV,train
6024-RUGGH,train
4910-AQFFX,train
1304-SEGFY,train
1545-ACTAS,train
5371-VYLSX,train
2612-RANWT,train
7228-PAQPD,train
3458-IDMFK,train
8603-IJWDN,train
0541-FITGH,train
7208-PSIHR,train
1320-GVNHT,train
3823-KYNQY,train
5977-CKHON,train
4713-ZBURT,train
7851-WZEKY,train
2792-VPPET,train
3703-VAVCL,train
6152-ONASV,train
3074-GQWYX,train
4316-XCSLJ,train
0536-ESJEP,train
0970-QXPXW,train
2530-ENDWQ,train
6616-AALSR,train
2911-UREFD,train
2235-ZGKPT,train
3500-RMZLT,train
5370-IIVVL,train
7663-YJHSN,train
3213-VVOLG,train
2657-ALMWY,train
1402-PTHGN,train
7562-UXTPG,train
5712-VBOXD,train
3308-MHOOC,train
8552-OBVRU,train
5935-FCCNB,train
7609-YBPXG,train
5762-TJXGK,train
9469-WEJBT,train
0345-XMMUG,train
2347-WKKAE,train
9066-QRSDU,train
5383-MMTWC,train
6408-OTUBZ,train
6390-DSAZX,train
5602-BVFMK,train
9281-CEDRU,train
0484-JPBRU,train
1183-CANVH,train
4547-KQRTM,train
1061-PNTHC,train
8039-EQPIM,train
5939-SXWHM,train
1513-XNPPH,train
5099-BAILX,train
3097-NNSPB,train
8800-ZKRFW,train
2135-DQWAQ,train
4070-OKWVH,train
7277-KAMWT,train
9025-AOMKI,train
4806-HIPDW,train
9828-QHFBK,train
8652-YHIYU,train
7973-DZRKH,train
9061-TIHDA,train
2903-YYTBW,train
4459-BBGHE,train
7148-XZPHA,train
1991-VOPLL,train
4393-GEADV,train
6040-CGACY,train
2898-MRKPI,train
4661-NJEUX,train
7480-SPLEF,train
9825-YCXWZ,train
8092-NLTGF,train
7670-ZBPOQ,train
2560-QTSBS,train
0396-UKGAI,train
0804-XBFBV,train
8257-RZAHR,train
0230-WEQUW,train
1452-UZOSF,train
2038-OEQZH,train
4719-UMSIY,train
8434-PNQZX,train
0247-SLUJI,train
2533-TIBIX,train
9933-QRGTX,train
0404-AHASP,train
7083-YNSKY,train
8785-EPNCG,train
1866-NXPSP,train
8058-JMEQO,train
0549-CYCQN,train
2049-BAFNW,train
1986-PHGZF,train
8413-YNHNV,train
9495-REDIY,train
2157-MXBJS,train
5939-XAIXZ,train
5044-XDPYX,train
7663-ZTEGJ,train
5172-MIGPM,train
0148-DCDOS,train
6988-CJEYV,train
5681-LLOEI,train
2235-DWLJU,train
1853-ARAAQ,train
2811-POVEX,train
3115-JPJDD,train
2454-RPBRZ,train
3590-TCXTB,train
7623-HKYRK,train
3955-JBZZM,train
8945-GRKHX,train
7776-QGYJC,train
9481-IEBZY,train
0856-NAOES,train
5028-GZLDO,train
4635-EJYPD,train
0303-UNCIP,train
7743-EXURX,train
5656-MJEFC,train
5074-FBGHB,train
1074-WVEVG,train
0723-FDLAY,train
9786-IJYDL,train
9985-MWVIX,train
0495-ZBNGW,train
5148-ORICT,train
7041-TXQJH,train
0872-NXJYS,train
2207-QPJED,train
1561-BWHIN,train
1223-UNPKS,train
3665-JATSN,train
9172-ANCRX,train
7080-TNUWP,train
0859-YGKFW,train
1088-CNNKB,train
1875-QIVME,train
4282-YMKNA,train
4450-DLLMH,train
8168-UQWWF,train
8735-IJJEG,train
7903-CMPEY,train
5456-ITGIC,train
3696-XRIEN,train
7611-YKYTC,train
3452-ABWRL,train
9408-SSNVZ,train
8851-RAGOV,train
2364-UFROM,train
2568-BRGYX,train
5129-HHMZC,train
0208-BPQEJ,train
5846-NEQVZ,train
8748-HFWBO,train
2239-CGBUZ,train
4737-AQCPU,train
2896-TBNBE,train
9782-LGXMC,train
0909-SDHNU,train
5693-PIPCS,train
6035-RIIOM,train
1577-HKTFG,train
6142-VSJQO,train
5849-ASHZJ,train
2379-GYFLQ,train
5945-AZYHT,train
3259-KNMRR,train
9360-AHGNL,train
5940-AHUHD,train
5542-DHSXL,train
1307-ATKGB,train
8535-SFUTN,train
9529-OFXHY,train
9237-HQITU,train
6341-JVQGF,train
2995-YWTCD,train
1761-AEZZR,train
1814-WFGVS,train
4163-KIUHY,train
9441-QHEVC,train
5976-JCJRH,train
3327-YBAKM,train
2400-XIWIO,train
2065-MMKGR,train
2472-OVKUP,train
3522-CDKHF,train
5448-VWNAM,train
8007-YYPWD,train
8064-RAVOH,train
6032-IGALN,train
1215-FIGMP,train
1353-LJWEM,train
7267-FRMJW,train
6865-JZNKO,train
6357-JJPQT,train
4032-RMHCI,train
7407-SUJIZ,train
8654-DHAOW,train
0257-ZESQC,train
9402-ORRAH,train
2143-LJULT,train
2519-ERQOJ,train
0032-PGELS,train
4433-JCGCG,train
4826-DXMUP,train
7241-AJHFS,train
8992-JQYUN,train
0407-BDJKB,train
2550-QHZGP,train
0871-OPBXW,train
5260-UMPWX,train
5855-EIBDE,train
4745-LSPLO,train
1548-FEHVL,train
4851-BQDNX,train
2988-GBIVW,train
8610-ZIKJJ,train
2688-BHGOG,train
8262-COGGB,train
3148-AOIQT,train
8627-EHGIP,train
0916-KNFAJ,train
2984-MIIZL,train
5712-PTIWW,train
5875-YPQFJ,train
1075-BGWOH,train
5640-CAXOA,train
3132-TVFDZ,train
0354-VXMJC,train
9837-BMCLM,train
2362-IBOOY,train
7055-JCGNI,train
3765-JXVKY,train
8404-GFGCZ,train
5010-IPEAQ,train
6424-ELEYH,train
6563-VRERX,train
3451-VAWLI,train
8285-ABVLB,train
7594-LZNWR,train
6986-IJDHX,train
8548-AWOFC,train
1069-QJOEE,train
5590-BYNII,train
2586-CWXVV,train
4568-KNYWR,train
3092-IGHWF,train
8731-WBBMB,train
1024-VRZHF,train
0103-CSITQ,train
5372-FBKBN,train
3779-OSWCF,train
3398-ZOUAA,train
6379-RXJRQ,train
9802-CAQUT,train
9584-EXCDZ,train
3898-BSJYF,train
5134-IKDAY,train
4720-VSTSI,train
1309-XGFSN,train
6839-ITVZJ,train
4128-ETESU,train
1343-EHPYB,train
2276-YDAVZ,train
0536-BGFMZ,train
2180-DXNEG,train
2662-NNTDK,train
3589-PPVKW,train
7786-WBJYI,train
0207-MDKNV,train
9018-PCIOK,train
9391-TTOYH,train
2189-WWOEW,train
5499-ECUTN,train
2560-PPCHE,train
9091-WTUUY,train
2682-KEVRP,train
2027-WKXMW,train
5692-ICXLW,train
3841-CONLJ,train
3642-GKTCT,train
9863-JZAIC,train
8450-UYIBU,train
3055-MJDSB,train
5204-QZXPU,train
7203-OYKCT,train
0864-FVJNJ,train
8610-WFCJF,train
0799-DDIHE,train
1154-HYWWO,train
4124-MMETB,train
0380-NEAVX,train
9488-FVZCC,train
8749-TZYEC,train
1508-DFXCU,train
6288-LBEAR,train
9058-MJLZC,train
8929-KSWIH,train
3007-FDPEA,train
5229-PRWKT,train
0847-HGRML,train
5389-FFVKB,train
7343-EOBEU,train
2587-YNLES,train
1937-OTUKY,train
5256-SKJGO,train
5248-YGIJN,train
4091-TVOCN,train
5919-TMRGD,train
0440-MOGPM,train
6952-OMNWB,train
4908-XAXAY,train
5312-UXESG,train
4138-NAXED,train
8111-BKVDS,train
2516-VQRRV,train
4526-RMTLL,train
6990-YNRIO,train
0851-DFJKB,train
5862-BRIXZ,train
9418-RUKPH,train
8199-ZLLSA,train
8012-SOUDQ,train
6818-WOBHJ,train
9501-UKKNL,train
0206-TBWLC,train
8118-TJAFG,train
3804-RVTGV,train
3039-MJSLN,train
0691-IFBQW,train
4872-VXRIL,train
9168-INPSZ,train
6173-ITPWD,train
1552-AAGRX,train
3689-MOZGR,train
8854-CCVSQ,train
0971-QIFJK,train
9840-EFJQB,train
0836-SEYLU,train
6439-PKTRR,train
1794-SWWKL,train
5056-FIMPT,train
8405-IGQFX,train
7129-CAKJW,train
5999-LCXAO,train
9621-OUPYD,train
7881-INRLC,train
1932-UEDCX,train
9695-IDRZR,train
4312-GVYNH,train
5777-KJIRB,train
0795-LAFGP,train
0619-OLYUR,train
1987-AUELQ,train
7294-TMAOP,train
8410-BGQXN,train
9800-OUIGR,train
4484-CGXFK,train
1335-HQMKX,train
4534-WGCIR,train
8659-HDIYE,train
5299-SJCZT,train
9602-WCXPI,train
0975-VOOVL,train
3647-GMGDH,train
7767-UXAGJ,train
6663-JOCQO,train
6738-ISCBM,train
3716-LRGXK,train
6743-HHQPF,train
3194-ORPIK,train
6719-OXYBR,train
3272-VUHPV,train
2446-BEGGB,train
9848-JQJTX,train
6859-QNXIQ,train
4324-AHJKS,train
7242-QZLXF,train
0815-MFZGM,train
3146-MSEGF,train
8374-UULRV,train
4936-YPJNK,train
1618-CFHME,train
6394-HHHZM,train
3583-EKAPL,train
7596-ZYWBB,train
9332-GYWLO,train
7312-XSBAT,train
6172-FECYY,train
7493-GVFIO,train
8229-BUJHX,train
1004-NOZNR,train
4957-TIALW,train
2931-VUVJN,train
0594-UFTUL,train
1725-IQNIY,train
9505-SQFSW,train
6987-XQSJT,train
0774-RMNUW,train
4826-TZEVA,train
5960-MVTUK,train
5394-MEITZ,train
2506-CLAKW,train
2739-CCZMB,train
3143-ILDAL,train
4822-RVYBB,train
4832-VRBMR,train
5968-HYJRZ,train
6847-KJLTS,train
4835-YSJMR,train
2675-IJRGJ,train
8883-ANODQ,train
5149-CUZUJ,train
5522-NYKPB,train
8107-RZLNV,train
5649-TJHOV,train
9060-HJJRW,train
8042-JVNFH,train
2990-OGYTD,train
6479-SZPLM,train
0930-EHUZA,train
9560-BBZXK,train
7245-JMTTQ,train
8128-YVJRG,train
8327-WKMIE,train
9978-HYCIN,train
4567-AKPIA,train
5671-UUNXD,train
2800-VEQXM,train
0565-IYCGT,train
8896-BQTTI,train
8591-NXRCV,train
1597-FZREH,train
2114-MGINA,train
8221-HVAYI,train
3016-KSVCP,train
3845-JHAMY,train
4369-HTUIF,train
9026-LHEVG,train
0459-SPZHJ,train
8404-VLQFB,train
2330-PQGDQ,train
9443-JUBUO,train
8318-LCNBW,train
0434-CSFON,train
8441-SHIPE,train
3704-IEAXF,train
2193-SFWQW,train
1985-MBRYP,train
0112-QWPNC,train
5726-CVNYA,train
5014-GSOUQ,train
6215-NQCPY,train
0306-JAELE,train
4116-IQRFR,train
6625-IUTTT,train
2181-UAESM,train
0702-PGIBZ,train
3161-GETRM,train
1202-KKGFU,train
2833-SLKDQ,train
9027-TMATR,train
8124-NZVGJ,train
2809-ILCYT,train
4626-GYCZP,train
5136-KCKGI,train
8120-JDCAM,train
1950-KSVVJ,train
2058-DCJBE,train
1485-YDHMM,train
2073-QBVBI,train
6198-RTPMF,train
8844-TONUD,train
1813-JLKWR,train
9606-PBKBQ,train
8314-DPQHL,train
2718-YSKCS,train
6651-RLGGM,train
3889-VWBID,train
2703-AMTUL,train
7622-FWGEW,train
7638-QVMVY,train
2451-YMUXS,train
6371-NZYEG,train
6305-YLBMM,train
1431-CYWMH,train
2523-EWWZL,train
4291-HYEBC,train
3920-HIHMQ,train
8807-OPMBM,train
0277-BKSQP,train
6094-ZIVKX,train
5504-WSIUR,train
2720-WGKHP,train
0117-LFRMW,train
3571-RFHAR,train
9361-YNQWJ,train
3580-REOAC,train
2840-XANRC,train
7206-GZCDC,train
6029-WTIPC,train
7801-KICAO,train
3726-TBHQT,train
7271-AJDTL,train
7216-EWTRS,train
0960-HUWBM,train
0784-GTUUK,train
0880-TKATG,train
9153-BTBVV,train
3696-DFHHB,train
5307-UVGNB,train
7269-JISCY,train
5789-LDFXO,train
5651-CPDND,train
4822-LPTYJ,train
2898-LSJGD,train
7134-HBPBS,train
2931-SVLTV,train
2732-ISEZX,train
7617-EYGLW,train
4188-FRABG,train
2983-ZANRP,train
9546-CQJSU,train
4581-SSPWD,train
2074-GKOWZ,train
6968-GMKPR,train
1768-HNVGJ,train
1576-PFZIW,train
0515-YPMCW,train
7598-UAASY,train
1439-LCGVL,train
7136-RVDTZ,train
0956-SYCWG,train
1170-SASML,train
1846-XWOQN,train
6933-VLYFX,train
2359-KMGLI,train
1282-IHQAC,train
1299-AURJA,train
0136-IFMYD,train
5119-NZPTV,train
8595-SIZNC,train
1904-WAJAA,train
0842-IWYCP,train
2595-KIWPV,train
3219-JQRSL,train
0887-HJGAR,train
0139-IVFJG,train
1342-JPNKI,train
3727-OVPRY,train
2592-YKDIF,train
5685-IIXLY,train
0141-YEAYS,train
5288-AHOUP,train
8065-BVEPF,train
9705-IOVQQ,train
9715-SBVSU,train
1194-BHJYC,train
8049-WJCLQ,train
4611-ANLQC,train
4118-CEVPF,train
3045-XETSH,train
2826-UWHIS,train
7028-DVOIQ,train
3208-YPIOE,train
9693-XMUOB,train
8887-IPQNC,train
5527-ACHSO,train
9236-NDUCW,train
0314-TKOSI,train
8946-BFWSG,train
0680-DFNNY,train
5931-FLJJF,train
2985-JUUBZ,train
6723-CEGQI,train
9150-HEPMB,train
7479-NITWS,train
0186-CAERR,train
7064-FRRSW,train
3518-PZXZQ,train
3317-HRTNN,train
0667-NSRGI,train
8085-MSNLK,train
6227-FBDXH,train
1480-IVEVR,train
8996-ZROXE,train
3373-YZZYM,train
5158-RIVOP,train
6786-OBWQR,train
9272-LSVYH,train
7501-IWUNG,train
5510-BOIUJ,train
5561-NWEVX,train
7554-AKDQF,train
7435-ZNUYY,train
0376-OIWME,train
8990-ZXLSU,train
8677-HDZEE,train
7696-CFTAT,train
4881-GQJTW,train
4425-OWHWB,train
3654-ARMGP,train
9924-JPRMC,train
6941-KXRRV,train
1169-SAOCL,train
0196-VULGZ,train
4998-IKFSE,train
9964-WBQDJ,train
1625-JAIIY,train
9055-MOJJJ,train
9146-JRIOX,train
4471-KXAUH,train
3891-NLXJB,train
5734-EJKXG,train
5630-IXDXV,train
4143-HHPMK,train
9705-ZJBCG,train
1131-QQZEB,train
3810-PJUHR,train
3096-GKWEB,train
2085-JVGAD,train
0607-DAAHE,train
7346-MEDWM,train
7823-JSOAG,train
2284-VFLKH,train
9102-OXKFY,train
2520-SGTTA,train
2580-ATZSQ,train
4484-GLZOU,train
7133-VBDCG,train
5318-IXUZF,train
6522-OIQSX,train
5897-ZYEKH,train
4608-LCIMN,train
3769-MHZNV,train
8194-PEEBY,train
3988-RQIXO,train
0020-INWCK,train
7660-HDPJV,train
6849-OYAMU,train
8146-QQKZH,train
8309-IEYJD,train
4210-QFJMF,train
0854-UYHZD,train
3508-CFVZL,train
1951-IEYXM,train
6584-VQMYT,train
3808-HFKDE,train
0885-HMGPY,train
2603-HVKCG,train
4115-BNPJY,train
7359-PTSXY,train
4065-JJAVA,train
4482-EWFMI,train
3373-DIUUN,train
1534-OULXE,train
9710-NJERN,train
5304-EFJLP,train
9921-ZVRHG,train
9821-BESNZ,train
9846-GKXAS,train
8383-SGHJU,train
8974-OVACP,train
6496-SLWHQ,train
0269-XFESX,train
4988-IQIGL,train
7710-JSYOA,train
5130-IEKQT,train
7225-IILWY,train
0807-ZABDG,train
5465-BUBFA,train
9074-KGVOX,train
5016-LIPDW,train
4786-UKSNZ,train
6892-BOGQE,train
